2020-09-14T04:58:09.791+0000 I CONTROL  [initandlisten] MongoDB starting : pid=8974 port=27017 dbpath=/var/www/denzelawuah.com/data 64-bit host=denzelswebsitedroplet
2020-11-28T17:28:07.106+0000 I NETWORK  [conn46] end connection 127.0.0.1:51652 (0 connections now open)
2020-12-04T05:26:18.139+0000 I NETWORK  [listener] connection accepted from 127.0.0.1:53728 #47 (1 connection now open)
2020-12-04T05:26:18.155+0000 I NETWORK  [conn47] received client metadata from 127.0.0.1:53728 conn: { driver: { name: "nodejs", version: "3.6.2" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.15.0-108-generic" }, platform: "'Node.js v12.18.1, LE (legacy)" }
2020-12-04T05:26:18.248+0000 I NETWORK  [conn47] end connection 127.0.0.1:53728 (0 connections now open)
2020-12-05T04:45:21.894+0000 I NETWORK  [listener] connection accepted from 127.0.0.1:53880 #48 (1 connection now open)
2020-12-05T04:45:21.895+0000 I NETWORK  [conn48] received client metadata from 127.0.0.1:53880 conn: { driver: { name: "nodejs", version: "3.6.2" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.15.0-108-generic" }, platform: "'Node.js v12.18.1, LE (legacy)" }
2020-12-05T04:45:21.912+0000 I NETWORK  [conn48] end connection 127.0.0.1:53880 (0 connections now open)
2020-12-11T11:26:46.164+0000 I NETWORK  [listener] connection accepted from 127.0.0.1:56254 #49 (1 connection now open)
2020-12-11T11:26:46.180+0000 I NETWORK  [conn49] received client metadata from 127.0.0.1:56254 conn: { driver: { name: "nodejs", version: "3.6.2" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.15.0-108-generic" }, platform: "'Node.js v12.18.1, LE (legacy)" }
2020-12-11T11:26:46.278+0000 I NETWORK  [conn49] end connection 127.0.0.1:56254 (0 connections now open)
2020-12-14T15:00:48.605+0000 I NETWORK  [listener] connection accepted from 127.0.0.1:57312 #50 (1 connection now open)
2020-12-14T15:00:48.619+0000 I NETWORK  [conn50] received client metadata from 127.0.0.1:57312 conn: { driver: { name: "nodejs", version: "3.6.2" }, os: { type: "Linux", name: "linux", architecture: "x64", version: "4.15.0-108-generic" }, platform: "'Node.js v12.18.1, LE (legacy)" }
2020-12-14T15:00:48.716+0000 I NETWORK  [conn50] end connection 127.0.0.1:57312 (0 connections now open)
